,0
0,3.297387796411753
1,0.47347702793756563
2,2.4653329598467226
3,0.7409287273369985
4,-0.6344093808589332
5,-0.415552679826303
6,-3.0186544500163546
7,1.0004144234975638
8,3.1212016019118134
9,4.304472903214611
